User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
129992006,2021-10-09 02:20:12,Pool,Pool Distribution,ETH,3.2E-7,""
129992006,2021-10-09 02:20:59,Spot,Savings Interest,USDT,0.00001220,""
129992006,2021-10-09 02:24:55,Pool,Pool Distribution,ETH,0.00032104,""
129992006,2021-10-09 02:39:34,Spot,Savings Interest,XMR,4E-8,""
129992006,2021-10-09 04:20:57,Spot,Savings purchase,BTC,-1.5E-7,""
129992006,2021-10-09 04:20:58,Spot,Savings purchase,USDT,-0.00001220,""
129992006,2021-10-09 04:20:58,Spot,Savings purchase,BUSD,-0.00000115,""
129992006,2021-10-09 04:20:58,Spot,Savings purchase,XMR,-4E-8,""
129992006,2021-10-09 04:57:54,Spot,Savings purchase,DAI,-0.00977025,""
129992006,2021-10-09 09:05:00,Spot,ETH 2.0 Staking Rewards,BETH,0.00008162,""
129992006,2021-10-09 14:16:53,Spot,Small assets exchange BNB,BNB,0.00013249,""
129992006,2021-10-09 14:16:53,Spot,Small assets exchange BNB,MBOX,-0.01289063,""
129992006,2021-10-10 01:46:43,Pool,Pool Distribution,ETH,5.5E-7,""
129992006,2021-10-10 01:46:53,Pool,Pool Distribution,ETH,0.00021204,""
129992006,2021-10-10 02:06:45,Spot,Savings Interest,BNB,0.00000479,""
129992006,2021-10-10 02:11:08,Spot,Savings Interest,DAI,0.01790502,""
129992006,2021-10-10 02:11:21,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-10 02:14:04,Spot,Savings Interest,BUSD,0.00000123,""
129992006,2021-10-10 02:34:01,Spot,Savings Interest,USDT,0.00001384,""
129992006,2021-10-10 02:42:25,Spot,Savings Interest,XMR,4E-8,""
129992006,2021-10-10 04:17:42,Spot,Savings purchase,BUSD,-0.00000123,""
129992006,2021-10-10 04:17:42,Spot,Savings purchase,BTC,-1.5E-7,""
129992006,2021-10-10 04:17:43,Spot,Savings purchase,USDT,-0.00001384,""
129992006,2021-10-10 04:17:43,Spot,Savings purchase,XMR,-4E-8,""
129992006,2021-10-10 04:54:20,Spot,Savings purchase,DAI,-0.01790502,""
129992006,2021-10-10 08:49:50,Spot,ETH 2.0 Staking Rewards,BETH,0.00008292,""
129992006,2021-10-11 00:15:05,Spot,Savings Principal redemption,LDDAI,-60.00000000,""
129992006,2021-10-11 00:15:05,Spot,Savings Principal redemption,DAI,60.00000000,""
129992006,2021-10-11 00:16:02,Spot,Buy,BUSD,60.00000000,""
129992006,2021-10-11 00:16:02,Spot,Fee,BNB,-0.00011121,""
129992006,2021-10-11 00:16:02,Spot,Buy,DAI,-59.97600000,""
129992006,2021-10-11 00:16:45,Spot,Buy,BUSD,-59.98700000,""
129992006,2021-10-11 00:16:45,Spot,Fee,BNB,-0.00011112,""
129992006,2021-10-11 00:16:45,Spot,Buy,XMR,0.22300000,""
129992006,2021-10-11 00:20:15,Spot,Savings Principal redemption,BNB,0.25000000,""
129992006,2021-10-11 00:20:15,Spot,Savings Principal redemption,LDBNB,-0.25000000,""
129992006,2021-10-11 00:22:42,Spot,Withdraw,XMR,-0.22300000,Withdraw fee is included
129992006,2021-10-11 00:36:26,Spot,Savings purchase,BNB,-0.26000000,""
129992006,2021-10-11 00:37:25,Spot,Savings Principal redemption,BNB,0.51050000,""
129992006,2021-10-11 00:37:25,Spot,Savings Principal redemption,LDBNB,-0.51050000,""
129992006,2021-10-11 00:37:47,Spot,POS savings purchase,BNB,-0.50000000,""
129992006,2021-10-11 01:51:54,Pool,Pool Distribution,ETH,2.3E-7,""
129992006,2021-10-11 01:53:45,Pool,Pool Distribution,ETH,0.00032014,""
129992006,2021-10-11 02:07:29,Spot,Savings Interest,BNB,0.00000479,""
129992006,2021-10-11 02:10:36,Spot,Savings Interest,DAI,0.01790623,""
129992006,2021-10-11 02:11:29,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-11 02:12:30,Spot,Savings Interest,BUSD,0.00000123,""
129992006,2021-10-11 02:22:25,Spot,Savings Interest,USDT,0.00001384,""
129992006,2021-10-11 02:42:12,Spot,Savings Interest,XMR,4E-8,""
129992006,2021-10-11 04:19:32,Spot,Savings purchase,BUSD,-0.01300123,""
129992006,2021-10-11 04:19:32,Spot,Savings purchase,BTC,-1.5E-7,""
129992006,2021-10-11 04:19:33,Spot,Savings purchase,XMR,-4E-8,""
129992006,2021-10-11 04:19:33,Spot,Savings purchase,USDT,-0.00001384,""
129992006,2021-10-11 04:55:35,Spot,Savings purchase,DAI,-0.04190623,""
129992006,2021-10-11 08:35:43,Spot,ETH 2.0 Staking Rewards,BETH,0.00008240,""
129992006,2021-10-12 01:36:29,Pool,Pool Distribution,ETH,3.4E-7,""
129992006,2021-10-12 01:45:33,Pool,Pool Distribution,ETH,0.00022486,""
129992006,2021-10-12 03:12:00,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-12 03:12:08,Spot,Savings Interest,DAI,0.01046185,""
129992006,2021-10-12 03:16:13,Spot,Savings Interest,BUSD,0.00000123,""
129992006,2021-10-12 03:36:14,Spot,Savings Interest,USDT,0.00001384,""
129992006,2021-10-12 03:39:41,Spot,Savings Interest,XMR,4E-8,""
129992006,2021-10-12 08:21:13,Spot,ETH 2.0 Staking Rewards,BETH,0.00008137,""
129992006,2021-10-12 21:52:37,Spot,Savings purchase,USDT,-0.00001384,""
129992006,2021-10-12 21:52:37,Spot,Savings purchase,BTC,-1.5E-7,""
129992006,2021-10-12 21:52:37,Spot,Savings purchase,BUSD,-0.00000123,""
129992006,2021-10-12 21:52:38,Spot,Savings purchase,XMR,-4E-8,""
129992006,2021-10-12 22:28:33,Spot,Savings purchase,DAI,-0.01046185,""
129992006,2021-10-13 01:36:25,Pool,Pool Distribution,ETH,2.5E-7,""
129992006,2021-10-13 01:38:23,Pool,Pool Distribution,ETH,0.00026215,""
129992006,2021-10-13 02:10:01,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-13 02:10:24,Spot,Savings Interest,DAI,0.01046705,""
129992006,2021-10-13 02:12:45,Spot,Savings Interest,BUSD,0.00000152,""
129992006,2021-10-13 02:23:10,Spot,POS savings interest,BNB,0.00007164,""
129992006,2021-10-13 02:35:51,Spot,Savings Interest,USDT,0.00001384,""
129992006,2021-10-13 02:41:11,Spot,Savings Interest,XMR,4E-8,""
129992006,2021-10-13 04:31:41,Spot,Savings purchase,BUSD,-0.00000152,""
129992006,2021-10-13 04:31:41,Spot,Savings purchase,USDT,-0.00001384,""
129992006,2021-10-13 04:31:41,Spot,Savings purchase,BTC,-1.5E-7,""
129992006,2021-10-13 04:31:42,Spot,Savings purchase,XMR,-4E-8,""
129992006,2021-10-13 04:52:07,Spot,Savings purchase,DAI,-0.01046705,""
129992006,2021-10-13 09:40:57,Spot,ETH 2.0 Staking Rewards,BETH,0.00008095,""
129992006,2021-10-14 01:51:47,Pool,Pool Distribution,ETH,2.6E-7,""
129992006,2021-10-14 01:53:02,Pool,Pool Distribution,ETH,0.00025776,""
129992006,2021-10-14 02:20:12,Spot,POS savings interest,BNB,0.00007164,""
129992006,2021-10-14 09:25:05,Spot,Savings Interest,XMR,4E-8,""
129992006,2021-10-14 09:45:04,Spot,Savings Interest,USDT,0.00001384,""
129992006,2021-10-14 09:50:30,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-14 09:52:48,Spot,ETH 2.0 Staking Rewards,BETH,0.00008093,""
129992006,2021-10-14 09:54:51,Spot,Savings Interest,BUSD,0.00000152,""
129992006,2021-10-14 09:55:55,Spot,Savings Interest,DAI,0.01046835,""
129992006,2021-10-14 15:24:36,Spot,Fee,BNB,-0.00017021,""
129992006,2021-10-14 15:24:36,Spot,Sell,ETH,0.02820900,""
129992006,2021-10-14 15:24:36,Spot,Sell,BETH,-0.03000000,""
129992006,2021-10-14 15:25:06,Spot,Sell,DAI,80.04612000,""
129992006,2021-10-14 15:25:06,Spot,Fee,BNB,-0.00012667,""
129992006,2021-10-14 15:25:06,Spot,Fee,BNB,-0.00004342,""
129992006,2021-10-14 15:25:06,Spot,Sell,ETH,-0.02100000,""
129992006,2021-10-14 15:25:06,Spot,Sell,ETH,-0.00720000,""
129992006,2021-10-14 15:25:06,Spot,Sell,DAI,27.44323200,""
129992006,2021-10-14 15:34:15,Spot,Buy,USDT,100.00000000,""
129992006,2021-10-14 15:34:15,Spot,Fee,BNB,-0.00015779,""
129992006,2021-10-14 15:34:15,Spot,Buy,DAI,-100.00000000,""
129992006,2021-10-14 15:35:29,Spot,Buy,XMR,0.36900000,""
129992006,2021-10-14 15:35:29,Spot,Fee,BNB,-0.00015783,""
129992006,2021-10-14 15:35:29,Spot,Buy,USDT,-99.77760000,""
129992006,2021-10-14 22:02:58,Spot,Savings purchase,BUSD,-0.00000152,""
129992006,2021-10-14 22:02:58,Spot,Savings purchase,BTC,-1.5E-7,""
129992006,2021-10-14 22:02:59,Spot,Savings purchase,USDT,-0.22241384,""
129992006,2021-10-14 22:02:59,Spot,Savings purchase,ETH,-0.00000900,""
129992006,2021-10-14 22:02:59,Spot,Savings purchase,XMR,-0.36900004,""
129992006,2021-10-14 22:14:33,Spot,Savings purchase,DAI,-7.49982035,""
129992006,2021-10-15 01:46:18,Pool,Pool Distribution,ETH,2.0E-7,""
129992006,2021-10-15 01:48:01,Pool,Pool Distribution,ETH,0.00023623,""
129992006,2021-10-15 02:17:27,Spot,POS savings interest,BNB,0.00007164,""
129992006,2021-10-15 04:00:40,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-15 04:01:54,Spot,Savings Interest,XMR,4E-8,""
129992006,2021-10-15 04:14:05,Spot,Savings Interest,USDT,0.00001384,""
129992006,2021-10-15 04:15:58,Spot,Savings Interest,BUSD,0.00000152,""
129992006,2021-10-15 04:22:32,Spot,Savings Interest,DAI,0.01046965,""
129992006,2021-10-15 08:21:14,Spot,Dual savings settlement,USDT,100.36026000,""
129992006,2021-10-15 08:21:18,Spot,Dual savings settlement,USDT,100.21000000,""
129992006,2021-10-15 08:21:19,Spot,Dual savings settlement,BUSD,118.47300000,""
129992006,2021-10-15 16:32:22,Spot,Dual savings purchase,USDT,-200.50000000,""
129992006,2021-10-15 16:32:52,Spot,Dual savings purchase,BUSD,-118.40000000,""
129992006,2021-10-15 22:03:07,Spot,Savings purchase,USDT,-0.07027384,""
129992006,2021-10-15 22:03:07,Spot,Savings purchase,BTC,-1.5E-7,""
129992006,2021-10-15 22:03:07,Spot,Savings purchase,BUSD,-0.07300152,""
129992006,2021-10-15 22:03:08,Spot,Savings purchase,XMR,-4E-8,""
129992006,2021-10-15 22:15:08,Spot,Savings purchase,DAI,-0.01046965,""
129992006,2021-10-16 01:51:33,Pool,Pool Distribution,ETH,0.00023141,""
129992006,2021-10-16 01:55:05,Pool,Pool Distribution,ETH,2.1E-7,""
129992006,2021-10-16 02:01:40,Spot,Savings Interest,DAI,0.01140045,""
129992006,2021-10-16 02:05:23,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-16 02:07:39,Spot,Savings Interest,XMR,0.00001859,""
129992006,2021-10-16 02:21:02,Spot,Savings Interest,BUSD,0.00000152,""
129992006,2021-10-16 02:45:40,Spot,Savings Interest,USDT,0.00002115,""
129992006,2021-10-16 02:48:44,Spot,ETH 2.0 Staking Rewards,BETH,0.00008091,""
129992006,2021-10-16 03:20:54,Spot,POS savings interest,BNB,0.00007164,""
129992006,2021-10-16 04:26:52,Spot,Savings purchase,BTC,-1.5E-7,""
129992006,2021-10-16 04:26:53,Spot,Savings purchase,BUSD,-0.00000152,""
129992006,2021-10-16 04:26:58,Spot,Savings purchase,XMR,-0.00001859,""
129992006,2021-10-16 04:26:58,Spot,Savings purchase,USDT,-0.00002115,""
129992006,2021-10-16 04:38:13,Spot,Savings purchase,DAI,-0.01140045,""
129992006,2021-10-16 08:06:03,Spot,ETH 2.0 Staking Rewards,BETH,0.00007701,""
129992006,2021-10-17 01:45:17,Pool,Pool Distribution,ETH,3.7E-7,""
129992006,2021-10-17 01:46:36,Pool,Pool Distribution,ETH,0.00025437,""
129992006,2021-10-17 03:24:08,Spot,POS savings interest,BNB,0.00007164,""
129992006,2021-10-17 10:06:13,Spot,ETH 2.0 Staking Rewards,BETH,0.00007699,""
129992006,2021-10-17 20:41:55,Spot,Savings purchase,ETH,-0.00309868,""
129992006,2021-10-18 01:42:18,Pool,Pool Distribution,ETH,0.00022129,""
129992006,2021-10-18 03:24:34,Spot,POS savings interest,BNB,0.00007164,""
129992006,2021-10-18 06:31:40,Spot,Savings Interest,DAI,0.01140317,""
129992006,2021-10-18 06:47:37,Spot,Savings Interest,BUSD,0.00000312,""
129992006,2021-10-18 06:54:02,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-18 06:55:56,Spot,Savings Interest,XMR,0.00001859,""
129992006,2021-10-18 07:02:08,Spot,Savings Interest,USDT,0.00002346,""
129992006,2021-10-18 09:39:57,Spot,ETH 2.0 Staking Rewards,BETH,0.00007697,""
129992006,2021-10-18 10:15:04,Spot,Savings Interest,DAI,0.01140175,""
129992006,2021-10-18 10:33:44,Spot,Savings Interest,BUSD,0.00000312,""
129992006,2021-10-18 10:42:01,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-18 10:43:52,Spot,Savings Interest,XMR,0.00001859,""
129992006,2021-10-18 10:51:28,Spot,Savings Interest,USDT,0.00002346,""
129992006,2021-10-18 16:57:10,Spot,Savings Principal redemption,LDDAI,-91.87955365,""
129992006,2021-10-18 16:57:10,Spot,Savings Principal redemption,DAI,91.87955365,""
129992006,2021-10-18 16:57:27,Spot,Buy,ETH,0.02460000,""
129992006,2021-10-18 16:57:27,Spot,Fee,BNB,-0.00014391,""
129992006,2021-10-18 16:57:27,Spot,Buy,DAI,-91.73315400,""
129992006,2021-10-18 16:57:45,Spot,Buy,ETH,-0.02457209,""
129992006,2021-10-18 16:57:45,Spot,Buy,BETH,0.02630000,""
129992006,2021-10-18 16:57:45,Spot,Fee,BNB,-0.00014371,""
129992006,2021-10-18 21:58:21,Spot,Savings purchase,BTC,-3.0E-7,""
129992006,2021-10-18 21:58:22,Spot,Savings purchase,ETH,-0.00002791,""
129992006,2021-10-18 21:58:22,Spot,Savings purchase,BUSD,-0.00000624,""
129992006,2021-10-18 21:58:23,Spot,Savings purchase,XMR,-0.00003718,""
129992006,2021-10-18 21:58:23,Spot,Savings purchase,USDT,-0.00004692,""
129992006,2021-10-18 22:09:22,Spot,Savings purchase,DAI,-0.16920457,""
129992006,2021-10-19 01:42:40,Pool,Pool Distribution,ETH,0.00025105,""
129992006,2021-10-19 03:07:03,Spot,Savings Interest,ETH,2E-8,""
129992006,2021-10-19 03:18:23,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-19 03:18:48,Spot,Savings Interest,BUSD,0.00000312,""
129992006,2021-10-19 03:24:44,Spot,POS savings interest,BNB,0.00007164,""
129992006,2021-10-19 03:34:13,Spot,Savings Interest,XMR,0.00001859,""
129992006,2021-10-19 03:35:05,Spot,Savings Interest,USDT,0.00002346,""
129992006,2021-10-19 08:42:12,Spot,ETH 2.0 Staking Rewards,BETH,0.00007695,""
129992006,2021-10-19 21:57:05,Spot,Savings purchase,ETH,-2E-8,""
129992006,2021-10-19 21:57:05,Spot,Savings purchase,BTC,-1.5E-7,""
129992006,2021-10-19 21:57:05,Spot,Savings purchase,BUSD,-0.00000312,""
129992006,2021-10-19 21:57:06,Spot,Savings purchase,XMR,-0.00001859,""
129992006,2021-10-19 21:57:06,Spot,Savings purchase,USDT,-0.00002346,""
129992006,2021-10-20 01:36:53,Pool,Pool Distribution,ETH,7E-8,""
129992006,2021-10-20 01:41:17,Pool,Pool Distribution,ETH,0.00017720,""
129992006,2021-10-20 03:06:20,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-20 03:15:09,Spot,Savings Interest,ETH,2E-8,""
129992006,2021-10-20 03:20:22,Spot,Savings Interest,BUSD,0.00000312,""
129992006,2021-10-20 03:21:30,Spot,Savings Interest,XMR,0.00001859,""
129992006,2021-10-20 03:24:20,Spot,POS savings interest,BNB,0.00007164,""
129992006,2021-10-20 03:35:28,Spot,Savings Interest,DAI,0.00002099,""
129992006,2021-10-20 03:36:46,Spot,Savings Interest,USDT,0.00002346,""
129992006,2021-10-20 10:31:00,Spot,ETH 2.0 Staking Rewards,BETH,0.00008033,""
129992006,2021-10-20 21:55:56,Spot,Savings purchase,BUSD,-0.00000312,""
129992006,2021-10-20 21:55:56,Spot,Savings purchase,BTC,-1.5E-7,""
129992006,2021-10-20 21:55:56,Spot,Savings purchase,ETH,-2E-8,""
129992006,2021-10-20 21:55:57,Spot,Savings purchase,USDT,-0.00002346,""
129992006,2021-10-20 21:55:57,Spot,Savings purchase,XMR,-0.00001859,""
129992006,2021-10-20 22:06:35,Spot,Savings purchase,DAI,-0.00002099,""
129992006,2021-10-20 22:18:16,Spot,Sell,BETH,-0.02560000,""
129992006,2021-10-20 22:18:16,Spot,Fee,BNB,-0.00000344,""
129992006,2021-10-20 22:18:16,Spot,Fee,BNB,-0.00014747,""
129992006,2021-10-20 22:18:16,Spot,Sell,ETH,0.00056136,""
129992006,2021-10-20 22:18:16,Spot,Sell,BETH,-0.00060000,""
129992006,2021-10-20 22:18:16,Spot,Sell,ETH,0.02395392,""
129992006,2021-10-20 22:19:07,Spot,Sell,DAI,102.25610400,""
129992006,2021-10-20 22:19:07,Spot,Sell,ETH,-0.02480000,""
129992006,2021-10-20 22:19:07,Spot,Fee,BNB,-0.00015246,""
129992006,2021-10-20 22:34:01,Spot,Buy,BNB,0.20300000,""
129992006,2021-10-20 22:34:01,Spot,Buy,DAI,-101.96690000,""
129992006,2021-10-20 22:34:01,Spot,Fee,BNB,-0.00015225,""
129992006,2021-10-21 01:38:05,Pool,Pool Distribution,ETH,4.6E-7,""
129992006,2021-10-21 01:40:43,Pool,Pool Distribution,ETH,0.00017272,""
129992006,2021-10-21 02:01:44,Spot,Savings Interest,BTC,1.5E-7,""
129992006,2021-10-21 02:06:43,Spot,Savings Interest,DAI,0.00002099,""
129992006,2021-10-21 02:11:11,Spot,Savings Interest,USDT,0.00002346,""
129992006,2021-10-21 02:13:49,Spot,Savings Interest,ETH,2E-8,""
129992006,2021-10-21 02:15:16,Spot,Savings Interest,XMR,0.00001859,""
129992006,2021-10-21 02:16:05,Spot,Savings Interest,BUSD,0.00000312,""
129992006,2021-10-21 04:21:55,Spot,Savings purchase,BUSD,-0.00000312,""
129992006,2021-10-21 04:21:55,Spot,Savings purchase,ETH,-0.00036491,""
129992006,2021-10-21 04:21:55,Spot,Savings purchase,BTC,-1.5E-7,""
129992006,2021-10-21 04:21:56,Spot,Savings purchase,XMR,-0.00001859,""
129992006,2021-10-21 04:21:56,Spot,Savings purchase,USDT,-0.00002346,""
129992006,2021-10-21 04:32:56,Spot,Savings purchase,DAI,-0.28922499,""
129992006,2021-10-21 09:24:12,Spot,ETH 2.0 Staking Rewards,BETH,0.00008030,""
129992006,2021-10-21 10:22:47,Spot,Fee,BNB,-0.00012129,""
129992006,2021-10-21 10:22:47,Spot,Sell,ETH,0.01867600,""
129992006,2021-10-21 10:22:47,Spot,Sell,BETH,-0.02000000,""
129992006,2021-10-21 10:22:57,Spot,Sell,ETH,-0.01860000,""
129992006,2021-10-21 10:22:57,Spot,Sell,DAI,79.55480400,""
129992006,2021-10-21 10:22:57,Spot,Fee,BNB,-0.00012082,""
129992006,2021-10-21 12:04:12,Spot,Savings Principal redemption,LDBTC,-0.00133548,""
129992006,2021-10-21 12:04:12,Spot,Savings Principal redemption,BTC,0.00133548,""
129992006,2021-10-21 12:06:05,Spot,Sell,BTC,-0.00133000,""
129992006,2021-10-21 12:06:05,Spot,Fee,BNB,-0.00013128,""
129992006,2021-10-21 12:06:05,Spot,Sell,DAI,86.15580400,""
129992006,2021-10-21 20:41:44,Spot,Savings purchase,BTC,-0.00000548,""
129992006,2021-10-21 20:41:45,Spot,Savings purchase,ETH,-0.00007600,""
129992006,2021-10-21 20:44:36,Spot,Savings purchase,DAI,-165.71060800,""
129992006,2021-10-22 00:00:50,Spot,POS savings redemption,BNB,0.50000000,""
129992006,2021-10-22 01:37:24,Pool,Pool Distribution,ETH,2.0E-7,""
129992006,2021-10-22 01:40:10,Pool,Pool Distribution,ETH,0.00025140,""
129992006,2021-10-22 02:03:55,Spot,Savings Interest,XMR,0.00001859,""
129992006,2021-10-22 02:05:58,Spot,Savings Interest,BUSD,0.00000312,""
129992006,2021-10-22 02:09:42,Spot,Savings Interest,ETH,2E-8,""
129992006,2021-10-22 02:23:20,Spot,Savings Interest,DAI,0.00002100,""
129992006,2021-10-22 02:36:01,Spot,Savings Interest,BTC,1.3E-7,""
129992006,2021-10-22 02:39:02,Spot,Savings Interest,USDT,0.00002347,""
129992006,2021-10-22 04:17:05,Spot,Savings purchase,BUSD,-0.00000312,""
129992006,2021-10-22 04:17:05,Spot,Savings purchase,ETH,-2E-8,""
129992006,2021-10-22 04:17:05,Spot,Savings purchase,BTC,-1.3E-7,""
129992006,2021-10-22 04:17:06,Spot,Savings purchase,XMR,-0.00001859,""
129992006,2021-10-22 04:17:06,Spot,Savings purchase,USDT,-0.00002347,""
129992006,2021-10-22 04:26:41,Spot,Savings purchase,DAI,-0.00002100,""
129992006,2021-10-22 12:22:05,Spot,ETH 2.0 Staking Rewards,BETH,0.00007691,""
129992006,2021-10-22 12:52:26,Spot,Savings Principal redemption,LDDAI,-50.00000000,""
129992006,2021-10-22 12:52:26,Spot,Savings Principal redemption,DAI,50.00000000,""
129992006,2021-10-22 12:52:46,Spot,Buy,DAI,-49.63932000,""
129992006,2021-10-22 12:52:46,Spot,Buy,ETH,0.01200000,""
129992006,2021-10-22 12:52:46,Spot,Fee,BNB,-0.00007543,""
129992006,2021-10-22 12:53:19,Spot,Buy,ETH,-0.01191680,""
129992006,2021-10-22 12:53:19,Spot,Buy,BETH,0.01280000,""
129992006,2021-10-22 12:53:19,Spot,Fee,BNB,-0.00007486,""
129992006,2021-10-22 20:40:12,Spot,Savings purchase,ETH,-0.00008320,""
129992006,2021-10-22 20:43:18,Spot,Savings purchase,DAI,-0.36068000,""
129992006,2021-10-23 01:36:45,Pool,Pool Distribution,ETH,2.6E-7,""
129992006,2021-10-23 01:37:10,Pool,Pool Distribution,ETH,0.00026774,""
129992006,2021-10-23 02:10:35,Spot,Savings Interest,USDT,0.00002347,""
129992006,2021-10-23 02:12:56,Spot,Savings Interest,BUSD,0.00000312,""
129992006,2021-10-23 02:16:54,Spot,Savings Interest,DAI,0.01441774,""
129992006,2021-10-23 02:17:17,Spot,Savings Interest,ETH,2E-8,""
129992006,2021-10-23 02:18:28,Spot,Savings Interest,XMR,0.00001859,""
129992006,2021-10-23 02:31:05,Spot,Savings Interest,BTC,1.3E-7,""
129992006,2021-10-23 04:17:09,Spot,Savings purchase,BTC,-1.3E-7,""
129992006,2021-10-23 04:17:10,Spot,Savings purchase,ETH,-2E-8,""
129992006,2021-10-23 04:17:10,Spot,Savings purchase,BUSD,-0.00000312,""
129992006,2021-10-23 04:17:10,Spot,Savings purchase,USDT,-0.00002347,""
129992006,2021-10-23 04:17:11,Spot,Savings purchase,XMR,-0.00001859,""
129992006,2021-10-23 04:26:02,Spot,Savings purchase,DAI,-0.01441774,""
129992006,2021-10-23 12:32:35,Spot,ETH 2.0 Staking Rewards,BETH,0.00007431,""
129992006,2021-10-24 01:39:47,Pool,Pool Distribution,ETH,4.0E-7,""
129992006,2021-10-24 01:41:04,Pool,Pool Distribution,ETH,0.00020746,""
129992006,2021-10-24 02:03:36,Spot,Savings Interest,BUSD,0.00000312,""
129992006,2021-10-24 02:05:22,Spot,Savings Interest,BTC,1.3E-7,""
129992006,2021-10-24 02:10:44,Spot,Savings Interest,ETH,2E-8,""
129992006,2021-10-24 02:13:37,Spot,Savings Interest,USDT,0.00002347,""
129992006,2021-10-24 02:16:58,Spot,Savings Interest,DAI,0.01446250,""
129992006,2021-10-24 02:18:44,Spot,Savings Interest,XMR,0.00001859,""
129992006,2021-10-24 04:15:56,Spot,Savings purchase,BTC,-1.3E-7,""
